stype, stype2, 1 - stype - stype2 
380.15344619, 321.05888272, 265.91251272
380.25222854, 321.15905638, 266.00919325
380.35104657, 321.25931283, 266.10593577
380.44990066, 321.35965260, 266.20274091
380.54879119, 321.46007625, 266.29960933
380.64771855, 321.56058431, 266.39654168
380.74668314, 321.66117734, 266.49353864
380.84568537, 321.76185591, 266.59060087
380.94472564, 321.86262058, 266.68772907
381.04380437, 321.96347193, 266.78492391
381.14292200, 322.06441053, 266.88218609
381.24207896, 322.16543697, 266.97951632
381.34127569, 322.26655185, 267.07691531
381.44051264, 322.36775577, 267.17438378
381.53979027, 322.46904933, 267.27192245
381.63910906, 322.57043315, 267.36953206
381.73846947, 322.67190785, 267.46721335
381.83787200, 322.77347405, 267.56496707
381.93731713, 322.87513241, 267.66279398
382.03680536, 322.97688355, 267.76069485
382.13633722, 323.07872813, 267.85867046
382.23591322, 323.18066681, 267.95672158
382.33553388, 323.28270026, 268.05484901
382.43519976, 323.38482914, 268.15305356
382.53491138, 323.48705415, 268.25133603
382.63466932, 323.58937598, 268.34969724
382.73447414, 323.69179532, 268.44813803
382.83432641, 323.79431288, 268.54665923
382.93422672, 323.89692937, 268.64526169
383.03417567, 323.99964553, 268.74394626
383.13417386, 324.10246209, 268.84271382
383.23422191, 324.20537979, 268.94156523
383.33432045, 324.30839937, 269.04050140
383.43447011, 324.41152162, 269.13952320
383.53467154, 324.51474728, 269.23863156
383.63492541, 324.61807715, 269.33782739
383.73523237, 324.72151202, 269.43711161
383.83559311, 324.82505267, 269.53648517
383.93600832, 324.92869994, 269.63594901
384.03647871, 325.03245463, 269.73550410
384.13700498, 325.13631757, 269.83515140
384.23758787, 325.24028961, 269.93489191
384.33822811, 325.34437160, 270.03472661
384.43892645, 325.44856440, 270.13465651
384.53968365, 325.55286889, 270.23468263
384.64050049, 325.65728594, 270.33480600
384.74137775, 325.76181647, 270.43502767
384.84231623, 325.86646136, 270.53534868
384.94331674, 325.97122155, 270.63577010
385.04438010, 326.07609797, 270.73629302
385.14550716, 326.18109155, 270.83691852
385.24669877, 326.28620326, 270.93764772
385.34795577, 326.39143407, 271.03848173
385.44927907, 326.49678495, 271.13942168
385.55066953, 326.60225690, 271.24046873
385.65212808, 326.70785093, 271.34162403
385.75365563, 326.81356806, 271.44288875
385.85525310, 326.91940932, 271.54426409
385.95692146, 327.02537576, 271.64575125
386.05866165, 327.13146845, 271.74735145
386.16047467, 327.23768846, 271.84906592
386.26236149, 327.34403688, 271.95089591
386.36432314, 327.45051482, 272.05284269
386.46636063, 327.55712340, 272.15490753
386.56847499, 327.66386376, 272.25709173
386.67066729, 327.77073704, 272.35939660
386.77293860, 327.87774442, 272.46182348
386.87529000, 327.98488709, 272.56437371
386.97772259, 328.09216623, 272.66704864
387.08023751, 328.19958306, 272.76984967
387.18283588, 328.30713883, 272.87277818
387.28551885, 328.41483478, 272.97583561
387.38828762, 328.52267218, 273.07902336
387.49114335, 328.63065231, 273.18234292
387.59408726, 328.73877649, 273.28579573
387.69712059, 328.84704602, 273.38938329
387.80024457, 328.95546227, 273.49310712
387.90346046, 329.06402657, 273.59696875
388.00676956, 329.17274032, 273.70096971
388.11017317, 329.28160491, 273.80511159
388.21367260, 329.39062176, 273.90939597
388.31726920, 329.49979232, 274.01382447
388.42096434, 329.60911804, 274.11839872
388.52475939, 329.71860040, 274.22312037
388.62865577, 329.82824091, 274.32799111
388.73265490, 329.93804110, 274.43301263
388.83675823, 330.04800251, 274.53818666
388.94096722, 330.15812671, 274.64351494
389.04528337, 330.26841529, 274.74899926
389.14970820, 330.37886988, 274.85464139
389.25424324, 330.48949211, 274.96044317
389.35889005, 330.60028364, 275.06640643
389.46365022, 330.71124618, 275.17253305
389.56852536, 330.82238143, 275.27882493
389.67351711, 330.93369113, 275.38528398
389.77862711, 331.04517706, 275.49191217
389.88385706, 331.15684100, 275.59871146
389.98920867, 331.26868478, 275.70568387
390.09468367, 331.38071025, 275.81283142
390.20028383, 331.49291929, 275.92015619
390.30601094, 331.60531380, 276.02766026
390.41186681, 331.71789572, 276.13534577
390.51785329, 331.83066701, 276.24321486
390.62397226, 331.94362967, 276.35126972
390.73022562, 332.05678573, 276.45951257
390.83661530, 332.17013724, 276.56794566
390.94314327, 332.28368631, 276.67657128
391.04981152, 332.39743505, 276.78539173
391.15662208, 332.51138562, 276.89440938
391.26357701, 332.62554021, 277.00362661
391.37067839, 332.73990106, 277.11304585
391.47792835, 332.85447042, 277.22266954
391.58532904, 332.96925059, 277.33250020
391.69288266, 333.08424392, 277.44254036
391.80059143, 333.19945278, 277.55279259
391.90845762, 333.31487957, 277.66325950
392.01648351, 333.43052676, 277.77394375
392.12467145, 333.54639683, 277.88484803
392.23302380, 333.66249232, 277.99597509
392.34154298, 333.77881581, 278.10732770
392.45023144, 333.89536991, 278.21890868
392.55909165, 334.01215729, 278.33072091
392.66812617, 334.12918065, 278.44276731
392.77733755, 334.24644276, 278.55505082
392.88672841, 334.36394640, 278.66757447
392.99630140, 334.48169442, 278.78034131
393.10605923, 334.59968973, 278.89335445
393.21600464, 334.71793526, 279.00661705
393.32614043, 334.83643402, 279.12013232
393.43646943, 334.95518904, 279.23390352
393.54699453, 335.07420344, 279.34793397
393.65771867, 335.19348037, 279.46222704
393.76864482, 335.31302304, 279.57678617
393.87977603, 335.43283471, 279.69161484
393.99111538, 335.55291871, 279.80671661
394.10266602, 335.67327843, 279.92209507
394.21443114, 335.79391731, 280.03775390
394.32641398, 335.91483886, 280.15369684
394.43861787, 336.03604665, 280.26992768
394.55104617, 336.15754432, 280.38645029
394.66370229, 336.27933556, 280.50326861
394.77658973, 336.40142415, 280.62038662
394.88971204, 336.52381393, 280.73780842
395.00307282, 336.64650881, 280.85553814
395.11667576, 336.76951277, 280.97358001
395.23052460, 336.89282987, 281.09193833
395.34462314, 337.01646425, 281.21061748
395.45897528, 337.14042012, 281.32962190
395.57358496, 337.26470178, 281.44895614
395.68845621, 337.38931360, 281.56862483
395.80359314, 337.51426004, 281.68863268
395.91899991, 337.63954566, 281.80898448
396.03468078, 337.76517508, 281.92968512
396.15064010, 337.89115303, 282.05073960
396.26688228, 338.01748435, 282.17215298
396.38341183, 338.14417393, 282.29393044
396.50023334, 338.27122680, 282.41607726
396.61735148, 338.39864808, 282.53859883
396.73477104, 338.52644297, 282.66150062
396.85249688, 338.65461682, 282.78478824
396.97053396, 338.78317504, 282.90846740
397.08888733, 338.91212320, 283.03254391
397.20756217, 339.04146694, 283.15702371
397.32656375, 339.17121205, 283.28191287
397.44589743, 339.30136443, 283.40721757
397.56556869, 339.43193011, 283.53294413
397.68558315, 339.56291523, 283.65909900
397.80594650, 339.69432609, 283.78568874
397.92666459, 339.82616911, 283.91272009
398.04774336, 339.95845084, 284.04019990
398.16918891, 340.09117800, 284.16813520
398.29100743, 340.22435743, 284.29653312
398.41320529, 340.35799613, 284.42540101
398.53578895, 340.49210128, 284.55474632
398.65876505, 340.62668018, 284.68457672
398.78214035, 340.76174033, 284.81490000
398.90592178, 340.89728939, 284.94572417
399.03011641, 341.03333518, 285.07705738
399.15473148, 341.16988573, 285.20890800
399.27977438, 341.30694924, 285.34128458
399.40525268, 341.44453410, 285.47419586
399.53117413, 341.58264891, 285.60765080
399.65754665, 341.72130247, 285.74165855
399.78437835, 341.86050379, 285.87622850
399.91167752, 342.00026210, 286.01137025
400.03945268, 342.14058686, 286.14709364
400.16771251, 342.28148775, 286.28340874
400.29646594, 342.42297471, 286.42032588
400.42572210, 342.56505791, 286.55785564
400.55549034, 342.70774780, 286.69600887
400.68578026, 342.85105507, 286.83479668
400.81660170, 342.99499070, 286.97423047
400.94796472, 343.13956596, 287.11432195
401.07987968, 343.28479239, 287.25508310
401.21235718, 343.43068187, 287.39652624
401.34540810, 343.57724657, 287.53866400
401.47904362, 343.72449899, 287.68150936
401.61327520, 343.87245198, 287.82507565
401.74811461, 344.02111873, 287.96937654
401.88357395, 344.17051281, 288.11442609
402.01966565, 344.32064814, 288.26023876
402.15640247, 344.47153906, 288.40682940
402.29379754, 344.62320031, 288.55421328
402.43186434, 344.77564704, 288.70240611
402.57061677, 344.92889485, 288.85142405
402.71006909, 345.08295980, 289.00128373
402.85023601, 345.23785842, 289.15200227
402.99113264, 345.39360773, 289.30359731
403.13277456, 345.55022526, 289.45608701
403.27517781, 345.70772910, 289.60949006
403.41835892, 345.86613786, 289.76382577
403.56233493, 346.02547075, 289.91911402
403.70712339, 346.18574760, 290.07537531
403.85274244, 346.34698883, 290.23263080
403.99921075, 346.50921555, 290.39090233
404.14654762, 346.67244956, 290.55021245
404.29477297, 346.83671335, 290.71058444
404.44390736, 347.00203017, 290.87204237
404.59397206, 347.16842407, 291.03461110
404.74498904, 347.33591990, 291.19831636
404.89698102, 347.50454338, 291.36318473
405.04997151, 347.67432111, 291.52924376
405.20398483, 347.84528064, 291.69652193
405.35904616, 348.01745051, 291.86504878
405.51518161, 348.19086030, 292.03485489
405.67241821, 348.36554064, 292.20597196
405.83078400, 348.54152335, 292.37843288
405.99030804, 348.71884141, 292.55227179
406.15102052, 348.89752908, 292.72752411
406.31295278, 349.07762191, 292.90422663
406.47613736, 349.25915690, 293.08241760
406.64060811, 349.44217246, 293.26213679
406.80640020, 349.62670860, 293.44342555
406.97355025, 349.81280694, 293.62632694
407.14209638, 350.00051082, 293.81088582
407.31207831, 350.18986543, 293.99714892
407.48353742, 350.38091787, 294.18516497
407.65651691, 350.57371728, 294.37498484
407.83106184, 350.76831499, 294.56666161
408.00721928, 350.96476460, 294.76025076
408.18503843, 351.16312216, 294.95581029
408.36457074, 351.36344632, 295.15340090
408.54587007, 351.56579846, 295.35308612
408.72899283, 351.77024291, 295.55493253
408.91399815, 351.97684711, 295.75900997
409.10094808, 352.18568186, 295.96539170
409.28990776, 352.39682149, 296.17415470
409.48094565, 352.61034416, 296.38537991
409.67413376, 352.82633209, 296.59915247
409.86954790, 353.04487187, 296.81556207
410.06726798, 353.26605479, 297.03470328
410.26737828, 353.48997718, 297.25667587
410.46996780, 353.71674076, 297.48158528
410.67513065, 353.94645313, 297.70954299
410.88296639, 354.17922819, 297.94066705
411.09358057, 354.41518665, 298.17508259
411.30708510, 354.65445659, 298.41292241
411.52359890, 354.89717414, 298.65432765
411.74324844, 355.14348407, 298.89944847
411.96616844, 355.39354066, 299.14844491
412.19250256, 355.64750852, 299.40148772
412.42240432, 355.90556351, 299.65875942
412.65603795, 356.16789387, 299.92045538
412.89357948, 356.43470140, 300.18678508
413.13521788, 356.70620282, 300.45797355
413.38115644, 356.98263129, 300.73426294
413.63161422, 357.26423816, 301.01591437
413.88682780, 357.55129495, 301.30320994
414.14705322, 357.84409558, 301.59645513
414.41256820, 358.14295897, 301.89598147
414.68367471, 358.44823196, 302.20214964
414.96070196, 358.76029281, 302.51535305
415.24400979, 359.07955509, 302.83602199
415.53399269, 359.40647231, 303.16462846
415.83108448, 359.74154339, 303.50169182
416.13576381, 360.08531891, 303.84778544
416.44856066, 360.43840874, 304.20354464
416.77006408, 360.80149096, 304.56967599
417.10093153, 361.17532259, 304.94696865
417.44190001, 361.56075256, 305.33630791
417.79379971, 361.95873752, 305.73869174
418.15757072, 362.37036108, 306.15525105
418.53428365, 362.79685784, 306.58727485
418.92516545, 363.23964318, 307.03624159
419.33163194, 363.70035108, 307.50385879
419.75532945, 364.18088232, 307.99211381
420.19818863, 364.68346700, 308.50333948
420.66249527, 365.21074659, 309.04030052
421.15098464, 365.76588370, 309.60630893
421.66697013, 366.35271125, 310.20538125
422.21452158, 366.97593999, 310.84245712
422.79871941, 367.64145386, 311.52371072
423.42602632, 368.35674256, 312.25700728
424.10484966, 369.13155638, 313.05259448
424.84642641, 369.97893719, 313.92419210
425.66628370, 370.91692157, 314.89079358
426.58679751, 371.97152671, 315.97982782
427.64202976, 373.18240085, 317.23314948
428.88784992, 374.61466003, 318.71960490
430.42637613, 376.38750989, 320.56546830
432.47962291, 378.76064340, 323.04651696
435.72398356, 382.52766449, 327.00871110
600.00000000, 600.00000000, 600.00000000
