stype, stype2, 1 - stype - stype2 
305.86999736, 246.87901604, 188.18011908
306.00005623, 247.00401768, 188.29952745
306.12987743, 247.12881445, 188.41877703
306.25946479, 247.25340992, 188.53787108
306.38882207, 247.37780761, 188.65681283
306.51795296, 247.50201100, 188.77560544
306.64686109, 247.62602348, 188.89425201
306.77555003, 247.74984840, 189.01275563
306.90402330, 247.87348905, 189.13111929
307.03228435, 247.99694866, 189.24934598
307.16033656, 248.12023041, 189.36743860
307.28818328, 248.24333743, 189.48540004
307.41582780, 248.36627278, 189.60323314
307.54327333, 248.48903950, 189.72094067
307.67052305, 248.61164055, 189.83852538
307.79758009, 248.73407885, 189.95598998
307.92444752, 248.85635728, 190.07333712
308.05112836, 248.97847867, 190.19056943
308.17762559, 249.10044580, 190.30768949
308.30394212, 249.22226139, 190.42469984
308.43008084, 249.34392816, 190.54160299
308.55604459, 249.46544873, 190.65840140
308.68183614, 249.58682571, 190.77509751
308.80745824, 249.70806167, 190.89169370
308.93291360, 249.82915912, 191.00819235
309.05820486, 249.95012054, 191.12459576
309.18333465, 250.07094838, 191.24090624
309.30830553, 250.19164503, 191.35712604
309.43312004, 250.31221285, 191.47325737
309.55778068, 250.43265417, 191.58930245
309.68228990, 250.55297127, 191.70526342
309.80665011, 250.67316640, 191.82114241
309.93086370, 250.79324178, 191.93694152
310.05493301, 250.91319958, 192.05266282
310.17886035, 251.03304196, 192.16830834
310.30264799, 251.15277100, 192.28388010
310.42629816, 251.27238881, 192.39938008
310.54981307, 251.39189741, 192.51481023
310.67319489, 251.51129881, 192.63017246
310.79644575, 251.63059500, 192.74546869
310.91956776, 251.74978792, 192.86070077
311.04256298, 251.86887948, 192.97587056
311.16543347, 251.98787158, 193.09097987
311.28818122, 252.10676607, 193.20603050
311.41080822, 252.22556478, 193.32102420
311.53331641, 252.34426949, 193.43596273
311.65570773, 252.46288198, 193.55084780
311.77798405, 252.58140400, 193.66568110
311.90014724, 252.69983724, 193.78046430
312.02219914, 252.81818340, 193.89519906
312.14414155, 252.93644414, 194.00988699
312.26597626, 253.05462109, 194.12452969
312.38770501, 253.17271586, 194.23912875
312.50932955, 253.29073001, 194.35368572
312.63085157, 253.40866512, 194.46820213
312.75227274, 253.52652271, 194.58267950
312.87359473, 253.64430428, 194.69711931
312.99481915, 253.76201132, 194.81152305
313.11594762, 253.87964528, 194.92589216
313.23698171, 253.99720760, 195.04022806
313.35792298, 254.11469968, 195.15453218
313.47877297, 254.23212293, 195.26880590
313.59953318, 254.34947869, 195.38305059
313.72020511, 254.46676832, 195.49726761
313.84079022, 254.58399313, 195.61145828
313.96128995, 254.70115443, 195.72562392
314.08170574, 254.81825349, 195.83976582
314.20203899, 254.93529157, 195.95388527
314.32229107, 255.05226990, 196.06798351
314.44246336, 255.16918971, 196.18206180
314.56255718, 255.28605219, 196.29612135
314.68257388, 255.40285851, 196.41016336
314.80251474, 255.51960983, 196.52418904
314.92238106, 255.63630729, 196.63819954
315.04217410, 255.75295200, 196.75219603
315.16189510, 255.86954507, 196.86617964
315.28154530, 255.98608757, 196.98015149
315.40112591, 256.10258056, 197.09411268
315.52063811, 256.21902510, 197.20806431
315.64008309, 256.33542220, 197.32200745
315.75946199, 256.45177287, 197.43594316
315.87877597, 256.56807811, 197.54987247
315.99802615, 256.68433888, 197.66379642
316.11721362, 256.80055615, 197.77771600
316.23633950, 256.91673085, 197.89163223
316.35540484, 257.03286391, 198.00554608
316.47441072, 257.14895623, 198.11945851
316.59335816, 257.26500871, 198.23337048
316.71224821, 257.38102221, 198.34728292
316.83108188, 257.49699761, 198.46119676
316.94986016, 257.61293573, 198.57511290
317.06858403, 257.72883741, 198.68903224
317.18725448, 257.84470347, 198.80295566
317.30587244, 257.96053470, 198.91688402
317.42443887, 258.07633188, 199.03081818
317.54295469, 258.19209578, 199.14475897
317.66142081, 258.30782717, 199.25870722
317.77983813, 258.42352676, 199.37266375
317.89820754, 258.53919531, 199.48662935
318.01652991, 258.65483350, 199.60060481
318.13480610, 258.77044206, 199.71459090
318.25303696, 258.88602165, 199.82858838
318.37122332, 259.00157295, 199.94259801
318.48936601, 259.11709662, 200.05662050
318.60746584, 259.23259331, 200.17065660
318.72552360, 259.34806365, 200.28470701
318.84354008, 259.46350825, 200.39877242
318.96151605, 259.57892773, 200.51285352
319.07945228, 259.69432269, 200.62695099
319.19734952, 259.80969369, 200.74106548
319.31520851, 259.92504133, 200.85519766
319.43302998, 260.04036615, 200.96934815
319.55081465, 260.15566870, 201.08351758
319.66856322, 260.27094952, 201.19770658
319.78627639, 260.38620913, 201.31191573
319.90395485, 260.50144805, 201.42614565
320.02159927, 260.61666678, 201.54039689
320.13921033, 260.73186581, 201.65467005
320.25678866, 260.84704562, 201.76896567
320.37433494, 260.96220668, 201.88328431
320.49184977, 261.07734945, 201.99762649
320.60933381, 261.19247438, 202.11199276
320.72678766, 261.30758190, 202.22638362
320.84421193, 261.42267245, 202.34079958
320.96160721, 261.53774645, 202.45524113
321.07897411, 261.65280430, 202.56970877
321.19631320, 261.76784639, 202.68420296
321.31362505, 261.88287313, 202.79872416
321.43091023, 261.99788489, 202.91327284
321.54816929, 262.11288204, 203.02784944
321.66540278, 262.22786494, 203.14245438
321.78261123, 262.34283395, 203.25708809
321.89979518, 262.45778940, 203.37175100
322.01695516, 262.57273164, 203.48644349
322.13409166, 262.68766099, 203.60116598
322.25120521, 262.80257776, 203.71591883
322.36829629, 262.91748227, 203.83070243
322.48536541, 263.03237481, 203.94551715
322.60241305, 263.14725568, 204.06036334
322.71943967, 263.26212517, 204.17524135
322.83644576, 263.37698354, 204.29015151
322.95343177, 263.49183107, 204.40509417
323.07039816, 263.60666802, 204.52006963
323.18734538, 263.72149465, 204.63507821
323.30427387, 263.83631119, 204.75012022
323.42118407, 263.95111789, 204.86519594
323.53807640, 264.06591497, 204.98030567
323.65495129, 264.18070267, 205.09544968
323.77180915, 264.29548120, 205.21062823
323.88865040, 264.41025077, 205.32584160
324.00547543, 264.52501158, 205.44109002
324.12228465, 264.63976383, 205.55637375
324.23907845, 264.75450772, 205.67169301
324.35585720, 264.86924342, 205.78704804
324.47262130, 264.98397111, 205.90243905
324.58937112, 265.09869097, 206.01786626
324.70610703, 265.21340316, 206.13332987
324.82282938, 265.32810783, 206.24883007
324.93953854, 265.44280515, 206.36436704
325.05623487, 265.55749526, 206.47994098
325.17291870, 265.67217830, 206.59555205
325.28959038, 265.78685440, 206.71120042
325.40625026, 265.90152371, 206.82688624
325.52289866, 266.01618634, 206.94260967
325.63953591, 266.13084241, 207.05837084
325.75616233, 266.24549205, 207.17416989
325.87277824, 266.36013535, 207.29000695
325.98938397, 266.47477243, 207.40588214
326.10597980, 266.58940338, 207.52179557
326.22256606, 266.70402830, 207.63774735
326.33914304, 266.81864728, 207.75373759
326.45571104, 266.93326040, 207.86976636
326.57227035, 267.04786775, 207.98583377
326.68882126, 267.16246940, 208.10193989
326.80536406, 267.27706544, 208.21808479
326.92189901, 267.39165591, 208.33426854
327.03842641, 267.50624089, 208.45049120
327.15494652, 267.62082045, 208.56675283
327.27145960, 267.73539462, 208.68305347
327.38796594, 267.84996348, 208.79939316
327.50446578, 267.96452706, 208.91577194
327.62095939, 268.07908541, 209.03218985
327.73744702, 268.19363858, 209.14864689
327.85392891, 268.30818659, 209.26514309
327.97040533, 268.42272949, 209.38167846
328.08687651, 268.53726731, 209.49825301
328.20334269, 268.65180006, 209.61486673
328.31980411, 268.76632779, 209.73151963
328.43626101, 268.88085051, 209.84821169
328.55271362, 268.99536823, 209.96494288
328.66916216, 269.10988098, 210.08171320
328.78560686, 269.22438876, 210.19852262
328.90204795, 269.33889159, 210.31537109
329.01848565, 269.45338947, 210.43225859
329.13492016, 269.56788241, 210.54918506
329.25135172, 269.68237041, 210.66615047
329.36778052, 269.79685347, 210.78315475
329.48420677, 269.91133159, 210.90019786
329.60063069, 270.02580475, 211.01727972
329.71705248, 270.14027297, 211.13440027
329.83347234, 270.25473621, 211.25155944
329.94989046, 270.36919448, 211.36875715
330.06630705, 270.48364776, 211.48599331
330.18272230, 270.59809604, 211.60326785
330.29913640, 270.71253929, 211.72058067
330.41554953, 270.82697750, 211.83793167
330.53196190, 270.94141065, 211.95532075
330.64837367, 271.05583871, 212.07274782
330.76478504, 271.17026166, 212.19021276
330.88119619, 271.28467947, 212.30771547
330.99760728, 271.39909212, 212.42525581
331.11401851, 271.51349958, 212.54283369
331.23043005, 271.62790182, 212.66044896
331.34684206, 271.74229881, 212.77810150
331.46325471, 271.85669051, 212.89579119
331.57966819, 271.97107689, 213.01351788
331.69608264, 272.08545792, 213.13128143
331.81249824, 272.19983356, 213.24908171
331.92891515, 272.31420378, 213.36691856
332.04533353, 272.42856853, 213.48479183
332.16175354, 272.54292778, 213.60270138
332.27817534, 272.65728149, 213.72064704
332.39459908, 272.77162962, 213.83862865
332.51102491, 272.88597213, 213.95664605
332.62745299, 273.00030897, 214.07469908
332.74388346, 273.11464011, 214.19278756
332.86031649, 273.22896551, 214.31091132
332.97675220, 273.34328512, 214.42907018
333.09319075, 273.45759889, 214.54726396
333.20963228, 273.57190679, 214.66549249
333.32607693, 273.68620877, 214.78375557
333.44252485, 273.80050478, 214.90205302
333.55897616, 273.91479479, 215.02038465
333.67543101, 274.02907875, 215.13875026
333.79188954, 274.14335661, 215.25714966
333.90835187, 274.25762833, 215.37558265
334.02481813, 274.37189386, 215.49404902
334.14128847, 274.48615316, 215.61254858
334.25776300, 274.60040619, 215.73108111
334.37424185, 274.71465290, 215.84964641
334.49072516, 274.82889325, 215.96824427
334.60721303, 274.94312719, 216.08687447
334.72370560, 275.05735468, 216.20553680
334.84020299, 275.17157568, 216.32423103
334.95670531, 275.28579014, 216.44295696
335.07321269, 275.39999802, 216.56171434
335.18972523, 275.51419928, 216.68050297
335.30624306, 275.62839388, 216.79932261
335.42276628, 275.74258178, 216.91817304
335.53929501, 275.85676293, 217.03705402
335.65582936, 275.97093729, 217.15596532
335.77236944, 276.08510484, 217.27490671
335.88891534, 276.19926552, 217.39387795
336.00546719, 276.31341930, 217.51287879
336.12202507, 276.42756614, 217.63190901
336.23858909, 276.54170601, 217.75096836
336.35515936, 276.65583887, 217.87005660
336.47173596, 276.76996468, 217.98917347
336.58831901, 276.88408342, 218.10831874
336.70490858, 276.99819504, 218.22749215
336.82150478, 277.11229953, 218.34669345
336.93810769, 277.22639683, 218.46592240
337.05471741, 277.34048694, 218.58517874
337.17133403, 277.45456981, 218.70446221
337.28795763, 277.56864541, 218.82377257
337.40458829, 277.68271373, 218.94310954
337.52122610, 277.79677474, 219.06247288
337.63787113, 277.91082840, 219.18186231
337.75452348, 278.02487471, 219.30127759
337.87118322, 278.13891362, 219.42071845
337.98785041, 278.25294514, 219.54018462
338.10452514, 278.36696922, 219.65967583
338.22120748, 278.48098587, 219.77919183
338.33789749, 278.59499505, 219.89873235
338.45459525, 278.70899676, 220.01829711
338.57130082, 278.82299097, 220.13788584
338.68801427, 278.93697769, 220.25749828
338.80473565, 279.05095688, 220.37713415
338.92146503, 279.16492855, 220.49679318
339.03820247, 279.27889269, 220.61647510
339.15494802, 279.39284928, 220.73617962
339.27170174, 279.50679832, 220.85590648
339.38846367, 279.62073982, 220.97565540
339.50523387, 279.73467376, 221.09542609
339.62201238, 279.84860014, 221.21521829
339.73879926, 279.96251897, 221.33503171
339.85559454, 280.07643024, 221.45486606
339.97239826, 280.19033397, 221.57472108
340.08921047, 280.30423015, 221.69459647
340.20603120, 280.41811880, 221.81449195
340.32286048, 280.53199991, 221.93440724
340.43969835, 280.64587351, 222.05434206
340.55654484, 280.75973960, 222.17429612
340.67339997, 280.87359820, 222.29426913
340.79026377, 280.98744933, 222.41426081
340.90713626, 281.10129299, 222.53427086
341.02401747, 281.21512922, 222.65429901
341.14090740, 281.32895802, 222.77434496
341.25780607, 281.44277943, 222.89440843
341.37471351, 281.55659346, 223.01448912
341.49162971, 281.67040015, 223.13458674
341.60855468, 281.78419952, 223.25470100
341.72548844, 281.89799161, 223.37483162
341.84243098, 282.01177644, 223.49497829
341.95938230, 282.12555404, 223.61514073
342.07634240, 282.23932446, 223.73531864
342.19331128, 282.35308773, 223.85551173
342.31028892, 282.46684390, 223.97571971
342.42727532, 282.58059299, 224.09594227
342.54427046, 282.69433506, 224.21617914
342.66127433, 282.80807015, 224.33643000
342.77828690, 282.92179831, 224.45669456
342.89530816, 283.03551958, 224.57697254
343.01233808, 283.14923402, 224.69726362
343.12937664, 283.26294169, 224.81756752
343.24642379, 283.37664263, 224.93788394
343.36347952, 283.49033691, 225.05821257
343.48054379, 283.60402458, 225.17855313
343.59761655, 283.71770570, 225.29890531
343.71469776, 283.83138034, 225.41926882
343.83178739, 283.94504857, 225.53964335
343.94888538, 284.05871044, 225.66002861
344.06599168, 284.17236604, 225.78042430
344.18310623, 284.28601542, 225.90083012
344.30022900, 284.39965867, 226.02124577
344.41735990, 284.51329586, 226.14167095
344.53449889, 284.62692707, 226.26210536
344.65164589, 284.74055238, 226.38254869
344.76880084, 284.85417186, 226.50300066
344.88596366, 284.96778561, 226.62346096
345.00313429, 285.08139371, 226.74392929
345.12031264, 285.19499625, 226.86440535
345.23749864, 285.30859331, 226.98488884
345.35469220, 285.42218499, 227.10537945
345.47189323, 285.53577139, 227.22587690
345.58910165, 285.64935259, 227.34638087
345.70631736, 285.76292871, 227.46689107
345.82354027, 285.87649983, 227.58740720
345.94077027, 285.99006607, 227.70792895
346.05800728, 286.10362753, 227.82845604
346.17525117, 286.21718431, 227.94898815
346.29250185, 286.33073652, 228.06952499
346.40975921, 286.44428428, 228.19006625
346.52702313, 286.55782770, 228.31061165
346.64429349, 286.67136689, 228.43116088
346.76157017, 286.78490197, 228.55171364
346.87885306, 286.89843306, 228.67226963
346.99614202, 287.01196029, 228.79282855
347.11343693, 287.12548377, 228.91339012
347.23073765, 287.23900364, 229.03395402
347.34804406, 287.35252002, 229.15451996
347.46535601, 287.46603304, 229.27508765
347.58267336, 287.57954284, 229.39565678
347.69999597, 287.69304955, 229.51622707
347.81732370, 287.80655330, 229.63679821
347.93465639, 287.92005424, 229.75736992
348.05199389, 288.03355250, 229.87794190
348.16933606, 288.14704824, 229.99851385
348.28668272, 288.26054159, 230.11908547
348.40403373, 288.37403270, 230.23965649
348.52138891, 288.48752172, 230.36022661
348.63874811, 288.60100881, 230.48079552
348.75611115, 288.71449412, 230.60136296
348.87347786, 288.82797780, 230.72192861
348.99084808, 288.94146001, 230.84249221
349.10822162, 289.05494091, 230.96305345
349.22559830, 289.16842066, 231.08361205
349.34297795, 289.28189944, 231.20416772
349.46036039, 289.39537739, 231.32472019
349.57774541, 289.50885471, 231.44526916
349.69513285, 289.62233154, 231.56581434
349.81252250, 289.73580807, 231.68635547
349.92991418, 289.84928448, 231.80689225
350.04730768, 289.96276093, 231.92742441
350.16470282, 290.07623761, 232.04795167
350.28209939, 290.18971469, 232.16847375
350.39949719, 290.30319237, 232.28899037
350.51689602, 290.41667083, 232.40950125
350.63429567, 290.53015024, 232.53000614
350.75169593, 290.64363082, 232.65050474
350.86909660, 290.75711273, 232.77099679
350.98649747, 290.87059619, 232.89148202
351.10389831, 290.98408138, 233.01196016
351.22129893, 291.09756850, 233.13243095
351.33869909, 291.21105775, 233.25289411
351.45609859, 291.32454933, 233.37334939
351.57349720, 291.43804346, 233.49379652
351.69089470, 291.55154032, 233.61423525
351.80829087, 291.66504013, 233.73466530
351.92568549, 291.77854310, 233.85508644
352.04307833, 291.89204944, 233.97549839
352.16046917, 292.00555937, 234.09590092
352.27785778, 292.11907310, 234.21629376
352.39524393, 292.23259085, 234.33667667
352.51262739, 292.34611283, 234.45704940
352.63000794, 292.45963928, 234.57741171
352.74738533, 292.57317041, 234.69776334
352.86475935, 292.68670645, 234.81810407
352.98212975, 292.80024762, 234.93843365
353.09949631, 292.91379417, 235.05875185
353.21685879, 293.02734631, 235.17905843
353.33421695, 293.14090429, 235.29935315
353.45157057, 293.25446833, 235.41963580
353.56891941, 293.36803868, 235.53990614
353.68626324, 293.48161558, 235.66016395
353.80360181, 293.59519926, 235.78040900
353.92093490, 293.70878997, 235.90064108
354.03826227, 293.82238796, 236.02085997
354.15558369, 293.93599347, 236.14106546
354.27289892, 294.04960676, 236.26125733
354.39020772, 294.16322806, 236.38143538
354.50750987, 294.27685765, 236.50159939
354.62480513, 294.39049576, 236.62174918
354.74209327, 294.50414266, 236.74188453
354.85937406, 294.61779861, 236.86200525
354.97664726, 294.73146387, 236.98211115
355.09391265, 294.84513870, 237.10220204
355.21116999, 294.95882336, 237.22227773
355.32841906, 295.07251813, 237.34233803
355.44565963, 295.18622326, 237.46238277
355.56289147, 295.29993904, 237.58241176
355.68011436, 295.41366573, 237.70242483
355.79732808, 295.52740360, 237.82242182
355.91453241, 295.64115293, 237.94240255
356.03172712, 295.75491401, 238.06236686
356.14891199, 295.86868710, 238.18231459
356.26608682, 295.98247250, 238.30224559
356.38325138, 296.09627047, 238.42215969
356.50040546, 296.21008132, 238.54205676
356.61754885, 296.32390533, 238.66193664
356.73468134, 296.43774277, 238.78179920
356.85180273, 296.55159396, 238.90164430
356.96891281, 296.66545917, 239.02147181
357.08601138, 296.77933871, 239.14128158
357.20309824, 296.89323286, 239.26107351
357.32017320, 297.00714193, 239.38084747
357.43723605, 297.12106622, 239.50060334
357.55428662, 297.23500603, 239.62034101
357.67132471, 297.34896166, 239.74006037
357.78835013, 297.46293342, 239.85976131
357.90536271, 297.57692162, 239.97944375
358.02236226, 297.69092656, 240.09910757
358.13934861, 297.80494856, 240.21875270
358.25632159, 297.91898793, 240.33837904
358.37328103, 298.03304498, 240.45798651
358.49022677, 298.14712004, 240.57757504
358.60715863, 298.26121341, 240.69714456
358.72407647, 298.37532542, 240.81669499
358.84098014, 298.48945640, 240.93622628
358.95786947, 298.60360666, 241.05573837
359.07474433, 298.71777653, 241.17523120
359.19160457, 298.83196635, 241.29470473
359.30845006, 298.94617643, 241.41415891
359.42528066, 299.06040712, 241.53359371
359.54209625, 299.17465874, 241.65300910
359.65889669, 299.28893163, 241.77240504
359.77568187, 299.40322613, 241.89178152
359.89245168, 299.51754258, 242.01113852
360.00920599, 299.63188131, 242.13047603
360.12594472, 299.74624268, 242.24979404
360.24266775, 299.86062702, 242.36909255
360.35937499, 299.97503468, 242.48837157
360.47606635, 300.08946602, 242.60763111
360.59274174, 300.20392137, 242.72687119
360.70940108, 300.31840110, 242.84609182
360.82604431, 300.43290557, 242.96529304
360.94267133, 300.54743511, 243.08447488
361.05928211, 300.66199010, 243.20363738
361.17587656, 300.77657090, 243.32278058
361.29245464, 300.89117786, 243.44190454
361.40901631, 301.00581136, 243.56100930
361.52556152, 301.12047175, 243.68009495
361.64209023, 301.23515941, 243.79916154
361.75860242, 301.34987471, 243.91820916
361.87509805, 301.46461802, 244.03723787
361.99157712, 301.57938971, 244.15624778
362.10803961, 301.69419016, 244.27523898
362.22448551, 301.80901976, 244.39421156
362.34091483, 301.92387887, 244.51316563
362.45732756, 302.03876789, 244.63210131
362.57372373, 302.15368720, 244.75101872
362.69010336, 302.26863719, 244.86991798
362.80646646, 302.38361824, 244.98879923
362.92281308, 302.49863076, 245.10766261
363.03914324, 302.61367512, 245.22650826
363.15545701, 302.72875174, 245.34533634
363.27175443, 302.84386100, 245.46414700
363.38803555, 302.95900331, 245.58294042
363.50430046, 303.07417907, 245.70171677
363.62054921, 303.18938869, 245.82047623
363.73678190, 303.30463258, 245.93921898
363.85299861, 303.41991114, 246.05794523
363.96919943, 303.53522478, 246.17665517
364.08538447, 303.65057393, 246.29534901
364.20155383, 303.76595901, 246.41402697
364.31770764, 303.88138042, 246.53268928
364.43384602, 303.99683859, 246.65133616
364.54996909, 304.11233396, 246.76996785
364.66607700, 304.22786693, 246.88858460
364.78216990, 304.34343796, 247.00718667
364.89824794, 304.45904746, 247.12577430
365.01431127, 304.57469588, 247.24434778
365.13036008, 304.69038365, 247.36290738
365.24639454, 304.80611122, 247.48145338
365.36241483, 304.92187902, 247.59998607
365.47842114, 305.03768751, 247.71850575
365.59441368, 305.15353714, 247.83701273
365.71039266, 305.26942835, 247.95550733
365.82635830, 305.38536160, 248.07398986
365.94231081, 305.50133735, 248.19246067
366.05825044, 305.61735606, 248.31092008
366.17417741, 305.73341820, 248.42936845
366.29009199, 305.84952424, 248.54780612
366.40599444, 305.96567464, 248.66623348
366.52188501, 306.08186987, 248.78465088
366.63776398, 306.19811043, 248.90305870
366.75363163, 306.31439678, 249.02145735
366.86948826, 306.43072941, 249.13984720
366.98533417, 306.54710881, 249.25822868
367.10116966, 306.66353546, 249.37660219
367.21699506, 306.78000987, 249.49496816
367.33281068, 306.89653253, 249.61332701
367.44861686, 307.01310395, 249.73167920
367.56441395, 307.12972462, 249.85002517
367.68020229, 307.24639506, 249.96836538
367.79598226, 307.36311577, 250.08670029
367.91175421, 307.47988729, 250.20503038
368.02751852, 307.59671012, 250.32335615
368.14327559, 307.71358479, 250.44167807
368.25902581, 307.83051183, 250.55999667
368.37476958, 307.94749178, 250.67831244
368.49050733, 308.06452517, 250.79662592
368.60623947, 308.18161254, 250.91493764
