stype, stype2, 1 - stype - stype2 
368.11515715, 310.10010004, 249.20142003
368.23821372, 310.21845308, 249.32599625
368.36124160, 310.33678721, 249.45061292
368.48424099, 310.45510287, 249.57526998
368.60721211, 310.57340051, 249.69996738
368.73015518, 310.69168062, 249.82470505
368.85307043, 310.80994367, 249.94948296
368.97595810, 310.92819017, 250.07430106
369.09881844, 311.04642061, 250.19915930
369.22165170, 311.16463552, 250.32405767
369.34445815, 311.28283543, 250.44899612
369.46723807, 311.40102088, 250.57397465
369.58999175, 311.51919244, 250.69899323
369.71271948, 311.63735068, 250.82405187
369.83542156, 311.75549618, 250.94915054
369.95809831, 311.87362953, 251.07428928
370.08075007, 311.99175135, 251.19946808
370.20337716, 312.10986225, 251.32468697
370.32597993, 312.22796288, 251.44994597
370.44855873, 312.34605388, 251.57524514
370.57111395, 312.46413591, 251.70058451
370.69364595, 312.58220965, 251.82596414
370.81615512, 312.70027579, 251.95138409
370.93864187, 312.81833503, 252.07684444
371.06110660, 312.93638808, 252.20234528
371.18354975, 313.05443569, 252.32788669
371.30597174, 313.17247858, 252.45346879
371.42837302, 313.29051753, 252.57909168
371.55075405, 313.40855329, 252.70475550
371.67311531, 313.52658666, 252.83046038
371.79545726, 313.64461844, 252.95620647
371.91778042, 313.76264944, 253.08199393
372.04008528, 313.88068050, 253.20782294
372.16237237, 313.99871245, 253.33369369
372.28464222, 314.11674615, 253.45960637
372.40689537, 314.23478248, 253.58556119
372.52913239, 314.35282233, 253.71155839
372.65135385, 314.47086660, 253.83759819
372.77356032, 314.58891620, 253.96368087
372.89575242, 314.70697208, 254.08980667
373.01793076, 314.82503518, 254.21597590
373.14009595, 314.94310647, 254.34218884
373.26224866, 315.06118693, 254.46844581
373.38438952, 315.17927755, 254.59474715
373.50651921, 315.29737934, 254.72109319
373.62863842, 315.41549335, 254.84748430
373.75074784, 315.53362060, 254.97392085
373.87284820, 315.65176217, 255.10040326
373.99494021, 315.76991912, 255.22693192
374.11702464, 315.88809256, 255.35350727
374.23910223, 316.00628360, 255.48012976
374.36117377, 316.12449335, 255.60679985
374.48324005, 316.24272298, 255.73351804
374.60530189, 316.36097364, 255.86028484
374.72736009, 316.47924651, 255.98710075
374.84941552, 316.59754279, 256.11396634
374.97146903, 316.71586370, 256.24088217
375.09352150, 316.83421047, 256.36784881
375.21557382, 316.95258434, 256.49486689
375.33762690, 317.07098660, 256.62193702
375.45968168, 317.18941853, 256.74905986
375.58173910, 317.30788143, 256.87623608
375.70380013, 317.42637664, 257.00346637
375.82586575, 317.54490550, 257.13075144
375.94793697, 317.66346937, 257.25809204
376.07001481, 317.78206964, 257.38548893
376.19210031, 317.90070772, 257.51294289
376.31419453, 318.01938502, 257.64045473
376.43629856, 318.13810299, 257.76802530
376.55841349, 318.25686311, 257.89565544
376.68054044, 318.37566684, 258.02334604
376.80268057, 318.49451570, 258.15109802
376.92483502, 318.61341122, 258.27891230
377.04700498, 318.73235495, 258.40678985
377.16919166, 318.85134845, 258.53473165
377.29139629, 318.97039333, 258.66273874
377.41362010, 319.08949119, 258.79081213
377.53586438, 319.20864368, 258.91895292
377.65813042, 319.32785245, 259.04716219
377.78041953, 319.44711919, 259.17544107
377.90273304, 319.56644561, 259.30379073
378.02507233, 319.68583343, 259.43221234
378.14743877, 319.80528442, 259.56070713
378.26983378, 319.92480034, 259.68927633
378.39225880, 320.04438302, 259.81792123
378.51471527, 320.16403427, 259.94664314
378.63720469, 320.28375595, 260.07544339
378.75972857, 320.40354995, 260.20432336
378.88228843, 320.52341816, 260.33328445
379.00488585, 320.64336253, 260.46232810
379.12752240, 320.76338500, 260.59145579
379.25019971, 320.88348758, 260.72066900
379.37291942, 321.00367227, 260.84996929
379.49568319, 321.12394112, 260.97935823
379.61849272, 321.24429621, 261.10883743
379.74134975, 321.36473962, 261.23840853
379.86425602, 321.48527350, 261.36807322
379.98721332, 321.60590000, 261.49783321
380.11022347, 321.72662132, 261.62769027
380.23328831, 321.84743967, 261.75764617
380.35640972, 321.96835732, 261.88770277
380.47958960, 322.08937654, 262.01786193
380.60282989, 322.21049966, 262.14812556
380.72613256, 322.33172902, 262.27849561
380.84949962, 322.45306700, 262.40897409
380.97293310, 322.57451604, 262.53956301
381.09643507, 322.69607858, 262.67026446
381.22000765, 322.81775711, 262.80108057
381.34365296, 322.93955415, 262.93201348
381.46737318, 323.06147227, 263.06306542
381.59117053, 323.18351406, 263.19423862
381.71504725, 323.30568216, 263.32553540
381.83900563, 323.42797925, 263.45695809
381.96304799, 323.55040804, 263.58850908
382.08717669, 323.67297128, 263.72019081
382.21139414, 323.79567177, 263.85200578
382.33570277, 323.91851234, 263.98395651
382.46010507, 324.04149588, 264.11604560
382.58460355, 324.16462531, 264.24827567
382.70920079, 324.28790358, 264.38064943
382.83389939, 324.41133372, 264.51316961
382.95870201, 324.53491878, 264.64583901
383.08361133, 324.65866186, 264.77866047
383.20863010, 324.78256611, 264.91163692
383.33376111, 324.90663473, 265.04477130
383.45900720, 325.03087097, 265.17806664
383.58437123, 325.15527813, 265.31152601
383.70985615, 325.27985956, 265.44515256
383.83546494, 325.40461866, 265.57894948
383.96120063, 325.52955889, 265.71292003
384.08706629, 325.65468376, 265.84706754
384.21306508, 325.77999684, 265.98139539
384.33920017, 325.90550175, 266.11590703
384.46547481, 326.03120217, 266.25060600
384.59189231, 326.15710185, 266.38549586
384.71845601, 326.28320459, 266.52058029
384.84516935, 326.40951426, 266.65586300
384.97203579, 326.53603478, 266.79134779
385.09905887, 326.66277016, 266.92703855
385.22624220, 326.78972445, 267.06293920
385.35358942, 326.91690179, 267.19905379
385.48110429, 327.04430636, 267.33538641
385.60879057, 327.17194245, 267.47194124
385.73665215, 327.29981440, 267.60872255
385.86469295, 327.42792663, 267.74573468
385.99291698, 327.55628362, 267.88298206
386.12132830, 327.68488996, 268.02046922
386.24993108, 327.81375029, 268.15820075
386.37872953, 327.94286936, 268.29618136
386.50772795, 328.07225199, 268.43441584
386.63693074, 328.20190307, 268.57290908
386.76634236, 328.33182761, 268.71166605
386.89596735, 328.46203068, 268.85069183
387.02581035, 328.59251748, 268.98999162
387.15587609, 328.72329326, 269.12957070
387.28616936, 328.85436341, 269.26943447
387.41669507, 328.98573340, 269.40958842
387.54745823, 329.11740879, 269.55003818
387.67846392, 329.24939527, 269.69078947
387.80971734, 329.38169863, 269.83184815
387.94122378, 329.51432476, 269.97322017
388.07298865, 329.64727969, 270.11491164
388.20501745, 329.78056954, 270.25692878
388.33731579, 329.91420056, 270.39927792
388.46988941, 330.04817912, 270.54196556
388.60274415, 330.18251174, 270.68499830
388.73588598, 330.31720505, 270.82838293
388.86932097, 330.45226581, 270.97212633
389.00305536, 330.58770093, 271.11623555
389.13709548, 330.72351745, 271.26071781
389.27144779, 330.85972259, 271.40558047
389.40611893, 330.99632367, 271.55083105
389.54111563, 331.13332821, 271.69647724
389.67644480, 331.27074386, 271.84252689
389.81211348, 331.40857845, 271.98898805
389.94812887, 331.54683997, 272.13586892
390.08449834, 331.68553660, 272.28317791
390.22122939, 331.82467668, 272.43092361
390.35832973, 331.96426876, 272.57911481
390.49580720, 332.10432154, 272.72776049
390.63366986, 332.24484397, 272.87686987
390.77192592, 332.38584516, 273.02645236
390.91058380, 332.52733446, 273.17651759
391.04965210, 332.66932142, 273.32707544
391.18913963, 332.81181581, 273.47813602
391.32905542, 332.95482765, 273.62970966
391.46940869, 333.09836718, 273.78180698
391.61020890, 333.24244490, 273.93443884
391.75146574, 333.38707157, 274.08761636
391.89318912, 333.53225819, 274.24135097
392.03538922, 333.67801604, 274.39565436
392.17807646, 333.82435672, 274.55053852
392.32126152, 333.97129206, 274.70601576
392.46495536, 334.11883424, 274.86209870
392.60916921, 334.26699573, 275.01880030
392.75391460, 334.41578935, 275.17613384
392.89920337, 334.56522821, 275.33411297
393.04504765, 334.71532582, 275.49275171
393.19145992, 334.86609603, 275.65206445
393.33845298, 335.01755305, 275.81206598
393.48603997, 335.16971150, 275.97277149
393.63423442, 335.32258640, 276.13419661
393.78305021, 335.47619318, 276.29635740
393.93250163, 335.63054773, 276.45927037
394.08260337, 335.78566636, 276.62295253
394.23337052, 335.94156588, 276.78742135
394.38481865, 336.09826357, 276.95269485
394.53696375, 336.25577723, 277.11879157
394.68982230, 336.41412520, 277.28573059
394.84341128, 336.57332635, 277.45353159
394.99774818, 336.73340015, 277.62221486
395.15285102, 336.89436665, 277.79180129
395.30873838, 337.05624655, 277.96231246
395.46542944, 337.21906118, 278.13377061
395.62294397, 337.38283256, 278.30619871
395.78130239, 337.54758344, 278.47962046
395.94052579, 337.71333729, 278.65406037
396.10063594, 337.88011837, 278.82954373
396.26165533, 338.04795175, 279.00609670
396.42360724, 338.21686337, 279.18374634
396.58651572, 338.38688003, 279.36252062
396.75040566, 338.55802950, 279.54244852
396.91530285, 338.73034051, 279.72356003
397.08123395, 338.90384281, 279.90588621
397.24822662, 339.07856726, 280.08945926
397.41630951, 339.25454582, 280.27431256
397.58551235, 339.43181166, 280.46048075
397.75586597, 339.61039921, 280.64799976
397.92740238, 339.79034419, 280.83690692
398.10015482, 339.97168374, 281.02724101
398.27415785, 340.15445644, 281.21904232
398.44944740, 340.33870242, 281.41235279
398.62606082, 340.52446345, 281.60721603
398.80403703, 340.71178299, 281.80367748
398.98341655, 340.90070635, 282.00178445
399.16424161, 341.09128074, 282.20158630
399.34655625, 341.28355541, 282.40313448
399.53040643, 341.47758178, 282.60648274
399.71584015, 341.67341353, 282.81168720
399.90290756, 341.87110680, 283.01880651
400.09166111, 342.07072028, 283.22790207
400.28215569, 342.27231543, 283.43903809
400.47444878, 342.47595661, 283.65228190
400.66860064, 342.68171130, 283.86770405
400.86467447, 342.88965032, 284.08537859
401.06273662, 343.09984800, 284.30538328
401.26285683, 343.31238250, 284.52779986
401.46510842, 343.52733602, 284.75271433
401.66956860, 343.74479514, 284.98021724
401.87631871, 343.96485107, 285.21040404
402.08544458, 344.18760008, 285.44337547
402.29703679, 344.41314384, 285.67923791
402.51119114, 344.64158983, 285.91810385
402.72800896, 344.87305184, 286.16009240
402.94759766, 345.10765044, 286.40532978
403.17007115, 345.34551357, 286.65394993
403.39555042, 345.58677716, 286.90609517
403.62416415, 345.83158581, 287.16191693
403.85604942, 346.08009356, 287.42157654
404.09135239, 346.33246475, 287.68524616
404.33022923, 346.58887500, 287.95310973
404.57284701, 346.84951223, 288.22536416
404.81938479, 347.11457790, 288.50222057
405.07003481, 347.38428837, 288.78390569
405.32500384, 347.65887638, 289.07066350
405.58451469, 347.93859286, 289.36275706
405.84880800, 348.22370883, 289.66047053
406.11814418, 348.51451769, 289.96411162
406.39280567, 348.81133779, 290.27401423
406.67309963, 349.11451536, 290.59054160
406.95936085, 349.42442799, 290.91408989
407.25195531, 349.74148850, 291.24509238
407.55128422, 350.06614965, 291.58402430
407.85778880, 350.39890947, 291.93140853
408.17195583, 350.74031765, 292.28782232
408.49432434, 351.09098306, 292.65390521
408.82549343, 351.45158269, 293.03036843
409.16613176, 351.82287241, 293.41800631
409.51698893, 352.20569993, 293.81770987
409.87890933, 352.60102051, 294.23048350
410.25284914, 353.00991637, 294.65746536
410.63989734, 353.43362053, 295.09995259
411.04130193, 353.87354677, 295.55943292
411.45850312, 354.33132732, 296.03762453
411.89317559, 354.80886114, 296.53652707
412.34728338, 355.30837644, 297.05848771
412.82315181, 355.83251279, 297.60628802
413.32356369, 356.38443092, 298.18326008
413.85189001, 356.96796203, 298.79344456
414.41227166, 357.58781545, 299.44181058
415.00987796, 358.24987434, 300.13456893
415.65128502, 358.96162879, 300.87963111
416.34504828, 359.73283149, 301.68730465
417.10260324, 360.57653042, 302.57138886
417.93975235, 361.51077496, 303.55098637
418.87926987, 362.56160797, 304.65368254
419.95582646, 363.76872933, 305.92156867
421.22629435, 365.19736426, 307.42387694
422.79463320, 366.96697315, 309.28758208
424.88688174, 369.33796222, 311.78997389
428.19176536, 373.10687272, 315.78157557
600.00000000, 600.00000000, 600.00000000
