stype, stype2, 1 - stype - stype2 
284.31103562, 227.54393036, 169.45009747
284.53998562, 227.76841031, 169.64827902
284.76623897, 227.99035830, 169.84434030
284.98989028, 228.20986291, 170.03835627
285.21102931, 228.42700814, 170.23039805
285.42974128, 228.64187380, 170.42053322
285.64610718, 228.85453574, 170.60882601
285.86020406, 229.06506613, 170.79533755
286.07210528, 229.27353370, 170.98012609
286.28188074, 229.48000395, 171.16324712
286.48959712, 229.68453936, 171.34475361
286.69531804, 229.88719958, 171.52469612
286.89910427, 230.08804159, 171.70312296
287.10101393, 230.28711985, 171.88008034
287.30110257, 230.48448648, 172.05561247
287.49942339, 230.68019137, 172.22976166
287.69602734, 230.87428232, 172.40256849
287.89096326, 231.06680514, 172.57407184
288.08427798, 231.25780378, 172.74430903
288.27601647, 231.44732041, 172.91331586
288.46622187, 231.63539556, 173.08112676
288.65493566, 231.82206814, 173.24777477
288.84219771, 232.00737558, 173.41329170
289.02804637, 232.19135388, 173.57770815
289.21251854, 232.37403769, 173.74105357
289.39564976, 232.55546039, 173.90335633
289.57747426, 232.73565411, 174.06464376
289.75802503, 232.91464985, 174.22494222
289.93733391, 233.09247749, 174.38427712
290.11543158, 233.26916587, 174.54267302
290.29234767, 233.44474283, 174.70015358
290.46811079, 233.61923523, 174.85674168
290.64274859, 233.79266905, 175.01245944
290.81628777, 233.96506939, 175.16732822
290.98875415, 234.13646050, 175.32136869
291.16017273, 234.30686587, 175.47460083
291.33056767, 234.47630820, 175.62704401
291.49996237, 234.64480950, 175.77871696
291.66837948, 234.81239104, 175.92963782
291.83584096, 234.97907346, 176.07982419
292.00236807, 235.14487674, 176.22929309
292.16798143, 235.30982027, 176.37806107
292.33270103, 235.47392284, 176.52614414
292.49654628, 235.63720268, 176.67355785
292.65953599, 235.79967748, 176.82031731
292.82168843, 235.96136440, 176.96643716
292.98302134, 236.12228014, 177.11193163
293.14355195, 236.28244087, 177.25681456
293.30329701, 236.44186234, 177.40109937
293.46227278, 236.60055983, 177.54479913
293.62049508, 236.75854823, 177.68792653
293.77797929, 236.91584197, 177.83049392
293.93474038, 237.07245512, 177.97251332
294.09079290, 237.22840137, 178.11399641
294.24615101, 237.38369403, 178.25495458
294.40082852, 237.53834606, 178.39539892
294.55483885, 237.69237008, 178.53534019
294.70819508, 237.84577838, 178.67478893
294.86090996, 237.99858294, 178.81375536
295.01299590, 238.15079541, 178.95224947
295.16446501, 238.30242719, 179.09028099
295.31532909, 238.45348934, 179.22785939
295.46559965, 238.60399268, 179.36499394
295.61528791, 238.75394776, 179.50169366
295.76440483, 238.90336485, 179.63796735
295.91296108, 239.05225400, 179.77382359
296.06096711, 239.20062499, 179.90927079
296.20843308, 239.34848739, 180.04431711
296.35536895, 239.49585052, 180.17897056
296.50178441, 239.64272350, 180.31323894
296.64768897, 239.78911524, 180.44712989
296.79309188, 239.93503443, 180.58065084
296.93800219, 240.08048956, 180.71380908
297.08242877, 240.22548894, 180.84661173
297.22638026, 240.37004069, 180.97906574
297.36986513, 240.51415274, 181.11117792
297.51289163, 240.65783284, 181.24295491
297.65546788, 240.80108859, 181.37440323
297.79760179, 240.94392741, 181.50552923
297.93930110, 241.08635655, 181.63633913
298.08057339, 241.22838312, 181.76683904
298.22142608, 241.37001408, 181.89703492
298.36186645, 241.51125622, 182.02693259
298.50190159, 241.65211620, 182.15653778
298.64153848, 241.79260055, 182.28585607
298.78078394, 241.93271565, 182.41489295
298.91964465, 242.07246776, 182.54365378
299.05812716, 242.21186300, 182.67214382
299.19623788, 242.35090737, 182.80036822
299.33398310, 242.48960676, 182.92833201
299.47136899, 242.62796691, 183.05604015
299.60840158, 242.76599348, 183.18349748
299.74508681, 242.90369201, 183.31070875
299.88143047, 243.04106791, 183.43767862
300.01743827, 243.17812652, 183.56441165
300.15311579, 243.31487303, 183.69091231
300.28846852, 243.45131258, 183.81718501
300.42350184, 243.58745017, 183.94323403
300.55822102, 243.72329074, 184.06906361
300.69263124, 243.85883909, 184.19467790
300.82673759, 243.99409999, 184.32008094
300.96054506, 244.12907806, 184.44527675
301.09405854, 244.26377789, 184.57026922
301.22728286, 244.39820393, 184.69506220
301.36022273, 244.53236060, 184.81965947
301.49288279, 244.66625220, 184.94406472
301.62526761, 244.79988297, 185.06828159
301.75738167, 244.93325707, 185.19231364
301.88922935, 245.06637860, 185.31616439
302.02081499, 245.19925155, 185.43983727
302.15214283, 245.33187988, 185.56333566
302.28321705, 245.46426746, 185.68666289
302.41404175, 245.59641808, 185.80982221
302.54462097, 245.72833550, 185.93281682
302.67495867, 245.86002337, 186.05564988
302.80505876, 245.99148532, 186.17832448
302.93492506, 246.12272488, 186.30084365
303.06456136, 246.25374555, 186.42321038
303.19397137, 246.38455075, 186.54542760
303.32315872, 246.51514386, 186.66749821
303.45212702, 246.64552818, 186.78942503
303.58087979, 246.77570697, 186.91121085
303.70942052, 246.90568344, 187.03285841
303.83775261, 247.03546074, 187.15437041
303.96587945, 247.16504196, 187.27574950
304.09380433, 247.29443016, 187.39699827
304.22153054, 247.42362833, 187.51811930
304.34906126, 247.55263941, 187.63911509
304.47639968, 247.68146632, 187.75998812
304.60354889, 247.81011190, 187.88074084
304.73051197, 247.93857897, 188.00137564
304.85729194, 248.06687029, 188.12189486
304.98389176, 248.19498858, 188.24230084
305.11031437, 248.32293652, 188.36259585
305.23656266, 248.45071673, 188.48278214
305.36263945, 248.57833183, 188.60286192
305.48854757, 248.70578435, 188.72283734
305.61428976, 248.83307681, 188.84271056
305.73986874, 248.96021169, 188.96248368
305.86528720, 249.08719143, 189.08215876
305.99054777, 249.21401842, 189.20173785
306.11565306, 249.34069502, 189.32122294
306.24060564, 249.46722357, 189.44061600
306.36540804, 249.59360636, 189.55991899
306.49006275, 249.71984563, 189.67913380
306.61457223, 249.84594363, 189.79826233
306.73893891, 249.97190252, 189.91730641
306.86316518, 250.09772448, 190.03626788
306.98725340, 250.22341162, 190.15514852
307.11120589, 250.34896605, 190.27395010
307.23502495, 250.47438982, 190.39267436
307.35871285, 250.59968496, 190.51132301
307.48227182, 250.72485348, 190.62989774
307.60570406, 250.84989735, 190.74840019
307.72901176, 250.97481852, 190.86683201
307.85219704, 251.09961891, 190.98519480
307.97526204, 251.22430039, 191.10349015
308.09820884, 251.34886484, 191.22171960
308.22103951, 251.47331408, 191.33988470
308.34375608, 251.59764994, 191.45798695
308.46636056, 251.72187418, 191.57602784
308.58885493, 251.84598858, 191.69400883
308.71124117, 251.96999485, 191.81193137
308.83352119, 252.09389471, 191.92979688
308.95569691, 252.21768985, 192.04760674
309.07777023, 252.34138192, 192.16536234
309.19974299, 252.46497257, 192.28306504
309.32161704, 252.58846340, 192.40071615
309.44339419, 252.71185601, 192.51831701
309.56507625, 252.83515197, 192.63586889
309.68666498, 252.95835283, 192.75337307
309.80816214, 253.08146011, 192.87083081
309.92956945, 253.20447533, 192.98824334
310.05088864, 253.32739996, 193.10561187
310.17212137, 253.45023548, 193.22293760
310.29326934, 253.57298332, 193.34022170
310.41433417, 253.69564492, 193.45746534
310.53531752, 253.81822168, 193.57466965
310.65622097, 253.94071498, 193.69183576
310.77704614, 254.06312620, 193.80896477
310.89779460, 254.18545669, 193.92605778
311.01846789, 254.30770778, 194.04311584
311.13906756, 254.42988078, 194.16014002
311.25959514, 254.55197699, 194.27713135
311.38005211, 254.67399768, 194.39409086
311.50043998, 254.79594413, 194.51101954
311.62076021, 254.91781758, 194.62791839
311.74101425, 255.03961925, 194.74478838
311.86120355, 255.16135037, 194.86163046
311.98132952, 255.28301212, 194.97844559
312.10139357, 255.40460569, 195.09523468
312.22139710, 255.52613224, 195.21199865
312.34134147, 255.64759293, 195.32873839
312.46122805, 255.76898888, 195.44545479
312.58105819, 255.89032123, 195.56214871
312.70083322, 256.01159108, 195.67882100
312.82055446, 256.13279951, 195.79547252
312.94022320, 256.25394761, 195.91210408
313.05984075, 256.37503645, 196.02871649
313.17940838, 256.49606706, 196.14531055
313.29892734, 256.61704049, 196.26188704
313.41839890, 256.73795776, 196.37844675
313.53782429, 256.85881989, 196.49499041
313.65720473, 256.97962786, 196.61151879
313.77654144, 257.10038266, 196.72803261
313.89583561, 257.22108527, 196.84453259
314.01508844, 257.34173664, 196.96101943
314.13430109, 257.46233772, 197.07749383
314.25347474, 257.58288945, 197.19395648
314.37261054, 257.70339274, 197.31040804
314.49170962, 257.82384852, 197.42684917
314.61077311, 257.94425769, 197.54328051
314.72980214, 258.06462112, 197.65970270
314.84879780, 258.18493970, 197.77611636
314.96776120, 258.30521430, 197.89252210
315.08669343, 258.42544576, 198.00892051
315.20559554, 258.54563495, 198.12531220
315.32446862, 258.66578268, 198.24169772
315.44331372, 258.78588979, 198.35807766
315.56213187, 258.90595709, 198.47445256
315.68092412, 259.02598538, 198.59082296
315.79969148, 259.14597546, 198.70718940
315.91843497, 259.26592811, 198.82355239
316.03715559, 259.38584410, 198.93991246
316.15585435, 259.50572420, 199.05627010
316.27453222, 259.62556917, 199.17262580
316.39319018, 259.74537975, 199.28898004
316.51182920, 259.86515667, 199.40533328
316.63045024, 259.98490067, 199.52168600
316.74905424, 260.10461246, 199.63803864
316.86764215, 260.22429276, 199.75439164
316.98621490, 260.34394226, 199.87074542
317.10477341, 260.46356165, 199.98710042
317.22331858, 260.58315163, 200.10345703
317.34185134, 260.70271287, 200.21981567
317.46037258, 260.82224603, 200.33617672
317.57888318, 260.94175178, 200.45254056
317.69738402, 261.06123076, 200.56890757
317.81587599, 261.18068362, 200.68527811
317.93435993, 261.30011100, 200.80165254
318.05283672, 261.41951352, 200.91803120
318.17130719, 261.53889181, 201.03441443
318.28977220, 261.65824647, 201.15080256
318.40823256, 261.77757812, 201.26719590
318.52668912, 261.89688735, 201.38359477
318.64514268, 262.01617475, 201.49999946
318.76359405, 262.13544091, 201.61641028
318.88204405, 262.25468640, 201.73282751
319.00049345, 262.37391180, 201.84925142
319.11894306, 262.49311767, 201.96568229
319.23739366, 262.61230456, 202.08212036
319.35584601, 262.73147303, 202.19856591
319.47430088, 262.85062362, 202.31501916
319.59275904, 262.96975686, 202.43148035
319.71122123, 263.08887329, 202.54794973
319.82968821, 263.20797343, 202.66442749
319.94816070, 263.32705780, 202.78091387
320.06663944, 263.44612692, 202.89740906
320.18512516, 263.56518128, 203.01391326
320.30361858, 263.68422139, 203.13042666
320.42212039, 263.80324775, 203.24694944
320.54063132, 263.92226083, 203.36348179
320.65915206, 264.04126113, 203.48002387
320.77768329, 264.16024913, 203.59657584
320.89622570, 264.27922528, 203.71313785
321.01477998, 264.39819007, 203.82971005
321.13334679, 264.51714394, 203.94629259
321.25192680, 264.63608736, 204.06288560
321.37052066, 264.75502078, 204.17948920
321.48912903, 264.87394463, 204.29610351
321.60775255, 264.99285937, 204.41272866
321.72639186, 265.11176542, 204.52936474
321.84504760, 265.23066321, 204.64601185
321.96372040, 265.34955317, 204.76267010
322.08241086, 265.46843572, 204.87933957
322.20111961, 265.58731127, 204.99602034
322.31984726, 265.70618023, 205.11271248
322.43859440, 265.82504301, 205.22941608
322.55736163, 265.94390000, 205.34613119
322.67614954, 266.06275161, 205.46285787
322.79495872, 266.18159823, 205.57959617
322.91378973, 266.30044024, 205.69634614
323.03264315, 266.41927802, 205.81310783
323.15151955, 266.53811195, 205.92988126
323.27041947, 266.65694241, 206.04666648
323.38934348, 266.77576976, 206.16346350
323.50829213, 266.89459438, 206.28027234
323.62726593, 267.01341662, 206.39709302
323.74626545, 267.13223683, 206.51392556
323.86529119, 267.25105538, 206.63076994
323.98434368, 267.36987260, 206.74762618
324.10342344, 267.48868885, 206.86449427
324.22253098, 267.60750446, 206.98137421
324.34166680, 267.72631978, 207.09826596
324.46083139, 267.84513513, 207.21516953
324.58002524, 267.96395084, 207.33208488
324.69924885, 268.08276724, 207.44901199
324.81850269, 268.20158466, 207.56595082
324.93778723, 268.32040340, 207.68290134
325.05710294, 268.43922378, 207.79986352
325.17645027, 268.55804612, 207.91683730
325.29582969, 268.67687071, 208.03382264
325.41524164, 268.79569787, 208.15081949
325.53468656, 268.91452789, 208.26782779
325.65416489, 269.03336108, 208.38484749
325.77367706, 269.15219771, 208.50187852
325.89322348, 269.27103809, 208.61892081
326.01280459, 269.38988249, 208.73597430
326.13242078, 269.50873121, 208.85303892
326.25207246, 269.62758452, 208.97011459
326.37176004, 269.74644269, 209.08720123
326.49148390, 269.86530600, 209.20429876
326.61124443, 269.98417472, 209.32140710
326.73104201, 270.10304912, 209.43852616
326.85087701, 270.22192946, 209.55565585
326.97074980, 270.34081599, 209.67279608
327.09066074, 270.45970898, 209.78994676
327.21061019, 270.57860868, 209.90710778
327.33059849, 270.69751534, 210.02427906
327.45062599, 270.81642921, 210.14146048
327.57069302, 270.93535053, 210.25865195
327.69079991, 271.05427954, 210.37585336
327.81094698, 271.17321649, 210.49306460
327.93113455, 271.29216161, 210.61028557
328.05136293, 271.41111512, 210.72751615
328.17163242, 271.53007727, 210.84475623
328.29194332, 271.64904827, 210.96200571
328.41229592, 271.76802835, 211.07926446
328.53269051, 271.88701774, 211.19653237
328.65312735, 272.00601664, 211.31380932
328.77360673, 272.12502528, 211.43109520
328.89412891, 272.24404386, 211.54838989
329.01469414, 272.36307260, 211.66569326
329.13530267, 272.48211170, 211.78300519
329.25595476, 272.60116137, 211.90032557
329.37665063, 272.72022181, 212.01765427
329.49739053, 272.83929320, 212.13499117
329.61817466, 272.95837576, 212.25233615
329.73900326, 273.07746967, 212.36968908
329.85987653, 273.19657512, 212.48704984
329.98079468, 273.31569230, 212.60441832
330.10175790, 273.43482138, 212.72179437
330.22276639, 273.55396256, 212.83917789
330.34382033, 273.67311602, 212.95656875
330.46491989, 273.79228191, 213.07396683
330.58606526, 273.91146043, 213.19137200
330.70725658, 274.03065174, 213.30878414
330.82849402, 274.14985600, 213.42620314
330.94977773, 274.26907338, 213.54362886
331.07110786, 274.38830405, 213.66106120
331.19248452, 274.50754815, 213.77850004
331.31390787, 274.62680585, 213.89594525
331.43537801, 274.74607730, 214.01339672
331.55689507, 274.86536266, 214.13085434
331.67845915, 274.98466206, 214.24831798
331.80007035, 275.10397565, 214.36578754
331.92172877, 275.22330357, 214.48326291
332.04343450, 275.34264598, 214.60074398
332.16518761, 275.46200299, 214.71823063
332.28698818, 275.58137474, 214.83572276
332.40883628, 275.70076137, 214.95322027
332.53073196, 275.82016300, 215.07072305
332.65267528, 275.93957976, 215.18823100
332.77466628, 276.05901176, 215.30574402
332.89670500, 276.17845914, 215.42326202
333.01879148, 276.29792200, 215.54078489
333.14092573, 276.41740046, 215.65831256
333.26310777, 276.53689463, 215.77584492
333.38533761, 276.65640461, 215.89338189
333.50761526, 276.77593052, 216.01092338
333.62994071, 276.89547244, 216.12846932
333.75231394, 277.01503050, 216.24601961
333.87473495, 277.13460477, 216.36357418
333.99720371, 277.25419535, 216.48113296
334.11972017, 277.37380233, 216.59869588
334.24228431, 277.49342579, 216.71626286
334.36489608, 277.61306583, 216.83383384
334.48755541, 277.73272253, 216.95140875
334.61026226, 277.85239595, 217.06898754
334.73301655, 277.97208618, 217.18657015
334.85581821, 278.09179328, 217.30415652
334.97866715, 278.21151733, 217.42174661
335.10156329, 278.33125840, 217.53934036
335.22450654, 278.45101653, 217.65693774
335.34749678, 278.57079180, 217.77453870
335.47053390, 278.69058425, 217.89214320
335.59361780, 278.81039395, 218.00975122
335.71674835, 278.93022093, 218.12736272
335.83992541, 279.05006526, 218.24497767
335.96314884, 279.16992696, 218.36259606
336.08641852, 279.28980609, 218.48021786
336.20973427, 279.40970267, 218.59784306
336.33309595, 279.52961674, 218.71547165
336.45650338, 279.64954833, 218.83310362
336.57995640, 279.76949747, 218.95073897
336.70345483, 279.88946418, 219.06837770
336.82699848, 280.00944848, 219.18601981
336.95058716, 280.12945038, 219.30366532
337.07422068, 280.24946991, 219.42131423
337.19789881, 280.36950706, 219.53896656
337.32162137, 280.48956185, 219.65662233
337.44538811, 280.60963428, 219.77428157
337.56919883, 280.72972435, 219.89194431
337.69305329, 280.84983205, 220.00961058
337.81695125, 280.96995738, 220.12728042
337.94089247, 281.09010033, 220.24495387
338.06487669, 281.21026087, 220.36263097
338.18890367, 281.33043900, 220.48031178
338.31297313, 281.45063469, 220.59799636
338.43708480, 281.57084791, 220.71568475
338.56123842, 281.69107864, 220.83337703
338.68543370, 281.81132684, 220.95107327
338.80967036, 281.93159248, 221.06877353
338.93394809, 282.05187552, 221.18647789
339.05826660, 282.17217590, 221.30418643
339.18262559, 282.29249360, 221.42189924
339.30702474, 282.41282855, 221.53961641
339.43146374, 282.53318069, 221.65733803
339.55594227, 282.65354998, 221.77506420
339.68045999, 282.77393635, 221.89279503
339.80501657, 282.89433972, 222.01053062
339.92961168, 283.01476004, 222.12827108
340.05424497, 283.13519723, 222.24601653
340.17891609, 283.25565121, 222.36376709
340.30362468, 283.37612190, 222.48152289
340.42837039, 283.49660921, 222.59928405
340.55315285, 283.61711306, 222.71705071
340.67797168, 283.73763335, 222.83482301
340.80282652, 283.85816998, 222.95260109
340.92771699, 283.97872286, 223.07038509
341.05264269, 284.09929188, 223.18817517
341.17760324, 284.21987693, 223.30597148
341.30259824, 284.34047790, 223.42377419
341.42762730, 284.46109467, 223.54158345
341.55269002, 284.58172712, 223.65939943
341.67778597, 284.70237513, 223.77722231
341.80291476, 284.82303857, 223.89505226
341.92807596, 284.94371731, 224.01288947
342.05326916, 285.06441121, 224.13073411
342.17849393, 285.18512014, 224.24858638
342.30374984, 285.30584394, 224.36644647
342.42903646, 285.42658248, 224.48431457
342.55435336, 285.54733559, 224.60219089
342.67970008, 285.66810313, 224.72007563
342.80507620, 285.78888493, 224.83796900
342.93048127, 285.90968084, 224.95587122
343.05591482, 286.03049068, 225.07378249
343.18137642, 286.15131428, 225.19170304
343.30686559, 286.27215147, 225.30963309
343.43238190, 286.39300207, 225.42757287
343.55792486, 286.51386590, 225.54552261
343.68349401, 286.63474276, 225.66348255
343.80908890, 286.75563248, 225.78145292
343.93470903, 286.87653485, 225.89943397
344.06035395, 286.99744968, 226.01742593
344.18602317, 287.11837676, 226.13542907
344.31171622, 287.23931589, 226.25344362
344.43743261, 287.36026686, 226.37146985
344.56317187, 287.48122946, 226.48950801
344.68893350, 287.60220347, 226.60755837
344.81471701, 287.72318866, 226.72562119
344.94052193, 287.84418482, 226.84369673
345.06634775, 287.96519172, 226.96178528
345.19219399, 288.08620912, 227.07988709
345.31806015, 288.20723679, 227.19800245
345.44394573, 288.32827448, 227.31613164
345.56985024, 288.44932197, 227.43427494
345.69577318, 288.57037899, 227.55243263
345.82171405, 288.69144531, 227.67060500
345.94767235, 288.81252066, 227.78879234
346.07364757, 288.93360479, 227.90699494
346.19963921, 289.05469745, 228.02521310
346.32564677, 289.17579836, 228.14344712
346.45166975, 289.29690726, 228.26169728
346.57770763, 289.41802388, 228.37996390
346.70375993, 289.53914795, 228.49824728
346.82982612, 289.66027919, 228.61654771
346.95590570, 289.78141731, 228.73486552
347.08199817, 289.90256205, 228.85320101
347.20810302, 290.02371311, 228.97155448
347.33421974, 290.14487019, 229.08992626
347.46034783, 290.26603302, 229.20831666
347.58648678, 290.38720129, 229.32672599
347.71263609, 290.50837471, 229.44515456
347.83879524, 290.62955297, 229.56360271
347.96496375, 290.75073578, 229.68207074
348.09114109, 290.87192282, 229.80055899
348.21732677, 290.99311378, 229.91906776
348.34352028, 291.11430836, 230.03759739
348.46972112, 291.23550624, 230.15614820
348.59592879, 291.35670710, 230.27472052
348.72214280, 291.47791062, 230.39331467
348.84836263, 291.59911648, 230.51193097
348.97458779, 291.72032436, 230.63056976
349.10081779, 291.84153393, 230.74923137
349.22705213, 291.96274486, 230.86791612
349.35329032, 292.08395682, 230.98662433
349.47953186, 292.20516948, 231.10535635
349.60577626, 292.32638249, 231.22411250
349.73202304, 292.44759553, 231.34289310
349.85827170, 292.56880826, 231.46169850
349.98452176, 292.69002033, 231.58052901
350.11077274, 292.81123141, 231.69938497
350.23702415, 292.93244114, 231.81826670
350.36327551, 293.05364919, 231.93717454
350.48952635, 293.17485520, 232.05610882
350.61577620, 293.29605882, 232.17506985
350.74202456, 293.41725971, 232.29405797
350.86827099, 293.53845752, 232.41307350
350.99451500, 293.65965189, 232.53211678
351.12075613, 293.78084247, 232.65118812
351.24699392, 293.90202891, 232.77028784
351.37322791, 294.02321084, 232.88941628
351.49945763, 294.14438791, 233.00857375
351.62568263, 294.26555977, 233.12776057
351.75190246, 294.38672606, 233.24697706
351.87811667, 294.50788642, 233.36622354
352.00432481, 294.62904048, 233.48550033
352.13052643, 294.75018790, 233.60480773
352.25672110, 294.87132830, 233.72414607
352.38290837, 294.99246134, 233.84351565
352.50908781, 295.11358665, 233.96291678
352.63525899, 295.23470386, 234.08234977
352.76142147, 295.35581263, 234.20181492
352.88757483, 295.47691259, 234.32131254
353.01371865, 295.59800338, 234.44084293
353.13985251, 295.71908464, 234.56040638
353.26597598, 295.84015602, 234.68000319
353.39208867, 295.96121714, 234.79963366
353.51819015, 296.08226767, 234.91929808
353.64428002, 296.20330723, 235.03899672
353.77035788, 296.32433548, 235.15872989
353.89642333, 296.44535206, 235.27849786
354.02247597, 296.56635661, 235.39830091
354.14851541, 296.68734878, 235.51813932
354.27454126, 296.80832822, 235.63801335
354.40055314, 296.92929458, 235.75792330
354.52655067, 297.05024751, 235.87786941
354.65253346, 297.17118666, 235.99785195
354.77850114, 297.29211169, 236.11787119
354.90445335, 297.41302226, 236.23792738
355.03038971, 297.53391801, 236.35802077
355.15630987, 297.65479861, 236.47815161
355.28221346, 297.77566373, 236.59832016
355.40810013, 297.89651303, 236.71852665
355.53396952, 298.01734617, 236.83877132
355.65982130, 298.13816282, 236.95905441
355.78565511, 298.25896266, 237.07937615
355.91147062, 298.37974535, 237.19973675
356.03726749, 298.50051058, 237.32013646
356.16304540, 298.62125802, 237.44057548
356.28880400, 298.74198737, 237.56105403
356.41454298, 298.86269829, 237.68157232
356.54026202, 298.98339049, 237.80213055
356.66596080, 299.10406365, 237.92272893
356.79163902, 299.22471747, 238.04336765
356.91729635, 299.34535164, 238.16404691
357.04293251, 299.46596588, 238.28476689
357.16854718, 299.58655989, 238.40552778
357.29414009, 299.70713337, 238.52632975
357.41971092, 299.82768605, 238.64717298
357.54525940, 299.94821763, 238.76805764
357.67078525, 300.06872784, 238.88898388
357.79628818, 300.18921642, 239.00995188
357.92176792, 300.30968308, 239.13096179
358.04722420, 300.43012756, 239.25201375
358.17265675, 300.55054961, 239.37310791
358.29806532, 300.67094897, 239.49424442
358.42344964, 300.79132538, 239.61542339
358.54880946, 300.91167861, 239.73664498
358.67414453, 301.03200841, 239.85790929
358.79945460, 301.15231454, 239.97921645
358.92473944, 301.27259678, 240.10056658
359.04999881, 301.39285489, 240.22195978
359.17523248, 301.51308867, 240.34339616
359.30044021, 301.63329789, 240.46487581
359.42562179, 301.75348235, 240.58639884
359.55077700, 301.87364184, 240.70796533
359.67590561, 301.99377617, 240.82957537
359.80100743, 302.11388514, 240.95122903
359.92608225, 302.23396857, 241.07292639
360.05112985, 302.35402629, 241.19466752
360.17615006, 302.47405811, 241.31645248
360.30114266, 302.59406387, 241.43828133
360.42610749, 302.71404342, 241.56015413
360.55104435, 302.83399659, 241.68207091
360.67595306, 302.95392325, 241.80403174
360.80083345, 303.07382324, 241.92603663
360.92568535, 303.19369645, 242.04808564
361.05050859, 303.31354274, 242.17017878
361.17530302, 303.43336199, 242.29231609
361.30006847, 303.55315409, 242.41449757
361.42480480, 303.67291893, 242.53672326
361.54951187, 303.79265642, 242.65899314
361.67418952, 303.91236647, 242.78130723
361.79883762, 304.03204900, 242.90366554
361.92345604, 304.15170392, 243.02606805
362.04804465, 304.27133118, 243.14851475
362.17260333, 304.39093071, 243.27100564
362.29713196, 304.51050246, 243.39354070
362.42163043, 304.63004638, 243.51611990
362.54609863, 304.74956245, 243.63874322
362.67053646, 304.86905063, 243.76141062
362.79494382, 304.98851090, 243.88412208
362.91932062, 305.10794326, 244.00687755
363.04366678, 305.22734769, 244.12967700
363.16798220, 305.34672421, 244.25252037
363.29226681, 305.46607283, 244.37540762
363.41652054, 305.58539357, 244.49833869
363.54074333, 305.70468647, 244.62131354
363.66493511, 305.82395156, 244.74433209
363.78909583, 305.94318890, 244.86739428
363.91322544, 306.06239854, 244.99050005
364.03732389, 306.18158055, 245.11364934
364.16139115, 306.30073501, 245.23684206
364.28542718, 306.41986200, 245.36007814
364.40943195, 306.53896163, 245.48335751
364.53340545, 306.65803398, 245.60668008
364.65734765, 306.77707919, 245.73004577
364.78125854, 306.89609736, 245.85345450
364.90513813, 307.01508864, 245.97690619
365.02898642, 307.13405317, 246.10040074
365.15280341, 307.25299110, 246.22393806
365.27658911, 307.37190260, 246.34751806
365.40034355, 307.49078783, 246.47114066
365.52406675, 307.60964699, 246.59480575
365.64775876, 307.72848026, 246.71851324
365.77141959, 307.84728784, 246.84226304
365.89504932, 307.96606996, 246.96605504
366.01864797, 308.08482683, 247.08988916
366.14221563, 308.20355869, 247.21376529
366.26575234, 308.32226579, 247.33768334
366.38925819, 308.44094838, 247.46164320
366.51273325, 308.55960672, 247.58564479
366.63617761, 308.67824110, 247.70968801
366.75959137, 308.79685179, 247.83377276
366.88297462, 308.91543911, 247.95789894
367.00632749, 309.03400336, 248.08206647
367.12965007, 309.15254485, 248.20627524
367.25294250, 309.27106393, 248.33052518
367.37620490, 309.38956094, 248.45481619
367.49943742, 309.50803622, 248.57914818
367.62264020, 309.62649015, 248.70352107
367.74581340, 309.74492310, 248.82793478
367.86895717, 309.86333546, 248.95238922
367.99207170, 309.98172764, 249.07688433
